"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","CNY","Yuan Renminbi","6","Millions",,,41211930,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","CNY","Yuan Renminbi","6","Millions",,,48794020,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","CNY","Yuan Renminbi","6","Millions",,,53858000,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","CNY","Yuan Renminbi","6","Millions",,,59296320,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","CNY","Yuan Renminbi","6","Millions",,,64356310,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","CNY","Yuan Renminbi","6","Millions",,,68885820,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2016","2016","CNY","Yuan Renminbi","6","Millions",,,74639510,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2017","2017","CNY","Yuan Renminbi","6","Millions",,,83203600,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2018","2018","CNY","Yuan Renminbi","6","Millions",,,91928110,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2019","2019","CNY","Yuan Renminbi","6","Millions",,,98651520,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2020","2020","CNY","Yuan Renminbi","6","Millions",,,101356700,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2021","2021","CNY","Yuan Renminbi","6","Millions",,,114923700,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2022","2022","CNY","Yuan Renminbi","6","Millions",,,121020720,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1971","1971","PC","Percentage","0","Units",,,5.673611,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1972","1972","PC","Percentage","0","Units",,,5.330605,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1973","1973","PC","Percentage","0","Units",,,4.532934,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1974","1974","PC","Percentage","0","Units",,,3.922182,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1975","1975","PC","Percentage","0","Units",,,4.952103,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1976","1976","PC","Percentage","0","Units",,,5.825534,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1977","1977","PC","Percentage","0","Units",,,4.160715,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,3.869354,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,4.372506,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,4.564243,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,1.598344,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,0.235322,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1983","1983","PC","Percentage","0","Units",,,3.973007,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1984","1984","PC","Percentage","0","Units",,,6.052381,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1985","1985","PC","Percentage","0","Units",,,5.553405,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1986","1986","PC","Percentage","0","Units",,,4.042112,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1987","1987","PC","Percentage","0","Units",,,1.753497,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1988","1988","PC","Percentage","0","Units",,,-0.255127,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1989","1989","PC","Percentage","0","Units",,,1.038252,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1990","1990","PC","Percentage","0","Units",,,1.932291,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1991","1991","PC","Percentage","0","Units",,,3.084439,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1992","1992","PC","Percentage","0","Units",,,3.574459,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1993","1993","PC","Percentage","0","Units",,,2.845183,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1994","1994","PC","Percentage","0","Units",,,5.055274,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1995","1995","PC","Percentage","0","Units",,,4.155643,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,5.027962,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,5.284558,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,2.668687,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,2.072047,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,3.318946,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,2.06713,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,1.377557,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,0.944909,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,4.014627,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,2.685084,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,2.46151,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,2.914003,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,0.48192,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,-1.940365,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,0.787052,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,1.105656,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,2.717959,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,1.016191,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,2.048132,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,1.85734,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,1.164724,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,2.463746,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,0.828931,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,1.123747,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-1.278172,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,3.898399,,
"NOR","Norway","B1_GA","Gross domestic product (output approach)","G","Growth rate","2022","2022","PC","Percentage","0","Units",,,3.280558,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1970","1970","EUR","Euro","6","Millions",,,36604.008,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1971","1971","EUR","Euro","6","Millions",,,39945.026,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1972","1972","EUR","Euro","6","Millions",,,43752.324,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1973","1973","EUR","Euro","6","Millions",,,52840.658,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1974","1974","EUR","Euro","6","Millions",,,67033.712,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1975","1975","EUR","Euro","6","Millions",,,76779.041,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1976","1976","EUR","Euro","6","Millions",,,96605.958,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1977","1977","EUR","Euro","6","Millions",,,117386.64,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1978","1978","EUR","Euro","6","Millions",,,138090.063,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1979","1979","EUR","Euro","6","Millions",,,168926.87,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1980","1980","EUR","Euro","6","Millions",,,211090.672,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1981","1981","EUR","Euro","6","Millions",,,252865.644,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1982","1982","EUR","Euro","6","Millions",,,298449.943,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1983","1983","EUR","Euro","6","Millions",,,347522.438,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1984","1984","EUR","Euro","6","Millions",,,397339.289,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1985","1985","EUR","Euro","6","Millions",,,445931.669,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1986","1986","EUR","Euro","6","Millions",,,493033.453,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1987","1987","EUR","Euro","6","Millions",,,539344.368,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1988","1988","EUR","Euro","6","Millions",,,599339.541,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1989","1989","EUR","Euro","6","Millions",,,658049.42,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,730940.578,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,798453.254,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,840282.887,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,865491.428,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,915427.658,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,988243.2,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,1045872.7,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,1092357.3,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,1138856.1,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,1175149.5,,
